POS	word_en_1	word_en_2	word_ro_1	word_ro_2	ro pair accept	conc(w1)	conc(w2)	en human  scores	ro human scores	ro human scores specialists	Corola (400.5)	Corola (300.20)	Facebook	Conll (2017)	path (ro)	lch (ro)	wup  (ro)	path (en)	lch (en)	wup (en)
V	do	quit	face	renunța	1	2.46	2.56	1.17	0.13	0	0.37	0.32	0.28	0.41	0.2	2.77	0.5	0.33	2.16	0.5
V	investigate	examine	investiga	examina	1	2.27	2.86	8.1	8.23	8.75	0.48	0.53	0.54	0.76	0.33	3.42	0.86	0.5	2.56	0.86
V	discuss	explain	discuta	explica	1	3.17	1.97	6.67	3.9	5.83	0.55	0.6	0.51	0.62	0.2	2.68	0.67	0.17	1.47	0.55
V	owe	lend	datora	împrumuta	1	2.07	3.07	2.32	1.52	3.75	0.35	0.35	0.29	0.46	0.17	2.5	0.4	0.33	2.16	0.4
V	explore	discover	explora	descoperi	1	2.9	2.37	8.48	6.2	6.25	0.68	0.69	0.64	0.74	0.14	2.28	0.33	0.2	1.65	0.33
V	withdraw	reject	retrage	respinge	1	3.04	2.4	6.38	2.42	2.08	0.4	0.4	0.54	0.66	0.2	2.77	0.73	0.33	2.16	0.75
V	keep	borrow	păstra	împrumuta	1	2.37	3.1	2.25	0.38	0	0.36	0.41	0.31	0.63	0.17	2.5	0.4	0.25	1.87	0.4
V	beg	ask	implora	cere	1	2.96	2.52	6	5.18	7.08	0.37	0.47	0.5	0.57	0.33	3.42	0.94	0.33	2.16	0.83
V	arrange	organize	aranja	organiza	1	2.79	2.72	8.27	8.18	5.83	0.32	0.35	0.52	0.56	1	4	1	0.5	2.56	0.86
V	reduce	shrink	reduce	micșora	1	2	3.55	8.02	8.72	9.58	0.6	0.64	0.33	0.57	1	4	1	1	3.26	1
V	speak	acknowledge	vorbi	recunoaște	1	3.7	2.03	4.67	1.28	1.25	0.45	0.48	0.34	0.41	0.12	2.09	0.29	0.2	1.65	0.46
V	give	borrow	da	împrumuta	1	2.83	3.1	2.22	5.67	7.08	0.36	0.35	0.17	0.41	0.33	3.42	0.8	0.25	1.87	0.4
V	kill	defend	ucide	apăra	1	3.9	2.31	2.63	0.13	0	0.46	0.54	0.17	0.6	0.2	2.77	0.5	0.33	2.16	0.5
V	disappear	shrink	dispărea	micșora	1	2.86	3.55	5.8	1.35	3.33	0.49	0.54	0.24	0.56	0.25	3	0.75	0.25	1.87	0.67
V	deliver	carry	livra	căra	1	3.12	4.04	3.88	3.52	5	0.4	0.4	0.14	0.41	0.17	2.42	0.33	0.5	2.56	0.86
V	breathe	choke	respira	îneca	1	4.07	3.97	1.37	0.1	0	0.5	0.55	0.38	0.56	0.17	2.5	0.4	0.5	2.56	0.67
V	acknowledge	notify	recunoaște	notifica	1	2.03	3.04	5.3	1.45	1.67	0.32	0.32	0.27	0.31	0.11	1.92	0.25	0.14	1.31	0.57
V	become	seem	deveni	părea	1	1.54	1.75	2.63	0.75	0.83	0.42	0.41	0.13	0.49	0.12	2.09	0.29	0.25	1.87	0.4
V	pretend	seem	pretinde	părea	1	2.11	1.75	4.68	5.1	2.92	0.41	0.39	0.13	0.48	0.14	2.28	0.33	0.25	1.87	0.4
V	accomplish	become	realiza	deveni	1	2.33	1.54	4	3.33	2.92	0.39	0.37	0.45	0.62	0.14	2.28	0.33	0.25	1.87	0.4
V	determine	predict	determina	prezice	1	2.13	2	5.8	2.42	4.17	0.46	0.43	0.54	0.53	0.1	1.77	0.22	0.14	1.31	0.25
V	please	entertain	mulțumi	distra	1	1.64	2.55	5	1.57	0.83	0.41	0.45	0.23	0.46	0.14	2.19	0.33	0.2	1.65	0.33
V	remain	retain	rămâne	reține	1	1.96	2.32	5.75	2.63	3.33	0.29	0.26	0.25	0.69	0.25	3	0.5	0.25	1.87	0.4
V	pretend	portray	imagina	portretiza	1	2.11	2.18	7.03	4.93	4.17	0.52	0.53	0.35	0.56	0.12	2.09	0.29	0.33	2.16	0.75
V	forget	retain	uita	reține	1	2.04	2.32	0.63	0.18	0.42	0.26	0.27	0.08	0.27	0.2	2.77	0.5	0.25	1.87	0.4
V	want	choose	vrea	alege	1	1.93	2.62	4.78	2.52	3.75	0.39	0.35	0.52	0.4	0.2	2.77	0.5	0.33	2.16	0.5
V	lose	get	pierde	primi	1	2.25	2.38	0.77	0.25	0.42	0.31	0.39	0.5	0.48	0.2	2.77	0.5	0.33	2.16	0.67
V	become	appear	deveni	apărea	1	1.54	3.13	4.77	1.13	2.08	0.46	0.44	0.12	0.52	0.33	3.42	0.86	0.33	2.16	0.5
V	leave	ignore	lăsa	ignora	1	2.53	2.22	4.42	3.52	4.17	0.44	0.49	0.19	0.49	0.2	2.77	0.5	0.33	2.16	0.5
V	accept	recommend	accepta	recomanda	1	3.03	1.74	2.75	1.28	2.08	0.35	0.37	0.39	0.41	0.17	2.42	0.5	0.25	1.87	0.5
V	leave	wander	pleca	cutreiera	1	2.53	2.28	3.57	5.22	5	0.53	0.56	0.41	0.56	0.2	2.68	0.4	0.33	2.16	0.83
V	keep	give	păstra	da	1	2.37	2.83	1.05	0.18	0.42	0.26	0.29	0.24	0.35	0.2	2.77	0.5	0.33	2.16	0.55
V	give	allow	da	permite	1	2.83	2.41	5.15	2.37	3.33	0.24	0.24	0.13	0.36	1	4	1	0.5	2.56	0.89
V	bring	send	aduce	trimite	1	2.55	2.7	2.97	0.6	0.42	0.42	0.45	0.54	0.33	0.25	3	0.75	0.33	2.16	0.67
V	absorb	learn	absorbi	învăța	1	3.11	2.2	5.48	3.9	5	0.32	0.36	0.13	0.34	0.2	2.77	0.5	0.5	2.56	0.5
V	acquire	find	achiziționa	găsi	1	2.93	2.63	6.38	1.28	0.42	0.34	0.39	0.17	0.62	0.25	3	0.5	0.5	2.56	0.67
V	leave	appear	pleca	apărea	1	2.53	3.13	0.97	0.25	0	0.34	0.37	0.09	0.32	0.2	2.77	0.5	0.33	2.16	0.5
V	create	destroy	crea	distruge	1	2.62	3.08	0.63	0.22	0.42	0.41	0.45	0.53	0.56	0.2	2.77	0.5	0.33	2.16	0.5
V	get	buy	obține	cumpăra	1	2.38	3.35	5.08	3.33	2.5	0.38	0.42	0.33	0.62	0.33	3.42	0.67	0.5	2.56	0.8
V	replace	restore	înlocui	repara	1	3	2.79	5.73	2.1	4.17	0.4	0.47	0.49	0.46	0.14	2.28	0.33	0.33	2.16	0.75
V	accept	deliver	accepta	livra	1	3.03	3.12	1.58	0.75	0	0.36	0.41	0.42	0.43	0.1	1.77	0.25	0.33	2.16	0.5
V	attach	join	atașa	uni	1	3.33	2.86	7.75	6.38	6.25	0.26	0.22	0.2	0.37	0.33	3.42	0.8	0.5	2.56	0.8
V	put	hang	pune	atârna	1	2.5	3.7	3	2.62	3.75	0.28	0.32	0.08	0.45	0.2	2.68	0.4	0.25	1.87	0.4
V	go	sell	merge	vinde	1	3.15	3.35	0.97	0.32	0	0.38	0.35	0.47	0.43	0.25	3	0.5	0.33	2.16	0.4
V	give	steal	da	fura	1	2.83	3.84	0.5	0.22	0	0.38	0.43	0.17	0.58	0.2	2.77	0.5	0.33	2.16	0.4
V	add	build	adăuga	construi	1	3	3.71	4.92	1.57	1.25	0.34	0.4	0.1	0.45	0.17	2.42	0.29	0.25	1.87	0.67
V	bring	restore	aduce	repara	1	2.55	2.79	2.62	0.32	0	0.22	0.28	0.33	0.44	0.2	2.68	0.5	0.33	2.16	0.4
V	comprehend	satisfy	înțelege	satisface	1	1.86	2.04	2.55	1.38	0.83	0.33	0.33	0.31	0.35	0.2	2.77	0.5	0.33	2.16	0.5
V	portray	decide	portretiza	decide	1	2.18	1.92	1.18	0.35	0	0.19	0.19	0.19	0.38	0.12	2.09	0.29	0.2	1.65	0.33
V	organize	become	organiza	deveni	1	2.72	1.54	1.77	0.53	0	0.3	0.31	0.34	0.51	0.11	1.92	0.25	0.25	1.87	0.4
V	give	know	da	ști	1	2.83	1.68	0.88	0.25	0	0.49	0.5	0.26	0.37	0.2	2.77	0.5	0.33	2.16	0.5
V	say	verify	spune	verifica	1	2.58	2.1	4.9	0.85	0	0.21	0.22	0.4	0.41	0.17	2.5	0.62	0.33	2.16	0.67
V	arrange	require	aranja	necesita	1	2.79	2.07	0.98	0.92	1.25	0.24	0.21	0.28	0.32	0.17	2.5	0.4	0.25	1.87	0.4
V	borrow	want	împrumuta	vrea	1	3.1	1.93	1.77	0.97	0	0.3	0.33	0.24	0.37	0.17	2.5	0.4	0.25	1.87	0.4
V	investigate	pursue	investiga	urmări	1	2.27	2.83	7.15	6.6	5	0.34	0.35	0.2	0.54	0.25	3	0.5	0.2	1.65	0.33
V	ignore	explore	ignora	explora	1	2.22	2.9	0.4	0.1	0	0.46	0.45	0.34	0.35	0.14	2.28	0.33	0.2	1.65	0.33
V	enter	owe	intra	datora	1	3.12	2.07	0.68	0.35	0	0.26	0.26	0.24	0.31	0.25	3	0.5	0.33	2.16	0.5
V	portray	notify	portretiza	notifica	1	2.18	3.04	0.78	0.53	1.25	0.22	0.23	0.17	0.21	0.09	1.63	0.2	0.11	1.06	0.2
V	remind	sell	reaminti	vinde	1	2.19	3.35	0.4	0.18	0	0.24	0.23	0.24	0.29	0.17	2.5	0.44	0.25	1.87	0.44
V	absorb	possess	absorbi	poseda	1	3.11	2.6	5	1.42	0	0.33	0.33	0.34	0.43	0.2	2.77	0.5	0.33	2.16	0.5
V	join	acquire	uni	achiziționa	1	2.86	2.93	2.85	0.38	0.42	0.28	0.33	0.3	0.28	0.17	2.5	0.4	0.33	2.16	0.5
V	send	attend	trimite	participa	1	2.7	3.17	1.67	0.57	0	0.28	0.28	0.41	0.31	0.17	2.5	0.4	0.2	1.65	0.33
V	absorb	withdraw	absorbi	retrage	1	3.11	3.04	2.97	0.92	0.42	0.31	0.33	0.33	0.45	0.25	3	0.5	0.33	2.16	0.5
V	attend	arrive	participa	sosi	1	3.17	3.22	6.08	1.17	3.33	0.2	0.29	0.33	0.42	0.2	2.77	0.5	0.25	1.87	0.4
